$GPGGA,024639.994,3454.863,N,07902.499,W,0,00,,,M,,M,,*5C
$GPGGA,024640.994,3454.861,N,07902.499,W,0,00,,,M,,M,,*50
$GPGGA,024641.994,3454.860,N,07902.499,W,0,00,,,M,,M,,*50
$GPGGA,024642.994,3454.858,N,07902.498,W,0,00,,,M,,M,,*59
$GPGGA,024643.994,3454.856,N,07902.498,W,0,00,,,M,,M,,*56
$GPGGA,024644.994,3454.854,N,07902.498,W,0,00,,,M,,M,,*53
$GPGGA,024645.994,3454.852,N,07902.498,W,0,00,,,M,,M,,*54
$GPGGA,024646.994,3454.851,N,07902.497,W,0,00,,,M,,M,,*5B
$GPGGA,024647.994,3454.849,N,07902.498,W,0,00,,,M,,M,,*5C
$GPGGA,024648.994,3454.847,N,07902.498,W,0,00,,,M,,M,,*5D
$GPGGA,024649.994,3454.845,N,07902.498,W,0,00,,,M,,M,,*5E
$GPGGA,024650.994,3454.844,N,07902.498,W,0,00,,,M,,M,,*57
$GPGGA,024651.994,3454.842,N,07902.498,W,0,00,,,M,,M,,*50
$GPGGA,024652.994,3454.840,N,07902.498,W,0,00,,,M,,M,,*51
$GPGGA,024653.994,3454.838,N,07902.498,W,0,00,,,M,,M,,*5F
$GPGGA,024654.994,3454.836,N,07902.499,W,0,00,,,M,,M,,*57
$GPGGA,024655.994,3454.835,N,07902.499,W,0,00,,,M,,M,,*55
$GPGGA,024656.994,3454.833,N,07902.500,W,0,00,,,M,,M,,*51
$GPGGA,024657.994,3454.831,N,07902.500,W,0,00,,,M,,M,,*52
$GPGGA,024658.994,3454.829,N,07902.501,W,0,00,,,M,,M,,*55
$GPGGA,024659.994,3454.828,N,07902.500,W,0,00,,,M,,M,,*54
$GPGGA,024700.994,3454.826,N,07902.500,W,0,00,,,M,,M,,*57
$GPGGA,024701.994,3454.824,N,07902.500,W,0,00,,,M,,M,,*54
$GPGGA,024702.994,3454.822,N,07902.500,W,0,00,,,M,,M,,*51
$GPGGA,024703.994,3454.821,N,07902.500,W,0,00,,,M,,M,,*53
$GPGGA,024704.994,3454.819,N,07902.500,W,0,00,,,M,,M,,*5F
$GPGGA,024705.994,3454.817,N,07902.499,W,0,00,,,M,,M,,*51
$GPGGA,024706.994,3454.816,N,07902.498,W,0,00,,,M,,M,,*52
$GPGGA,024707.994,3454.814,N,07902.496,W,0,00,,,M,,M,,*5F
$GPGGA,024708.994,3454.813,N,07902.495,W,0,00,,,M,,M,,*54
$GPGGA,024709.994,3454.812,N,07902.494,W,0,00,,,M,,M,,*55
$GPGGA,024710.994,3454.811,N,07902.492,W,0,00,,,M,,M,,*58
$GPGGA,024711.994,3454.811,N,07902.490,W,0,00,,,M,,M,,*5B
$GPGGA,024712.994,3454.810,N,07902.489,W,0,00,,,M,,M,,*51
$GPGGA,024713.994,3454.809,N,07902.487,W,0,00,,,M,,M,,*56
$GPGGA,024714.994,3454.808,N,07902.485,W,0,00,,,M,,M,,*52
$GPGGA,024715.994,3454.807,N,07902.484,W,0,00,,,M,,M,,*5D
$GPGGA,024716.994,3454.807,N,07902.482,W,0,00,,,M,,M,,*58
$GPGGA,024717.994,3454.806,N,07902.481,W,0,00,,,M,,M,,*5B
$GPGGA,024718.994,3454.805,N,07902.479,W,0,00,,,M,,M,,*50
$GPGGA,024719.994,3454.805,N,07902.477,W,0,00,,,M,,M,,*5F
$GPGGA,024720.994,3454.806,N,07902.476,W,0,00,,,M,,M,,*57
$GPGGA,024721.994,3454.806,N,07902.474,W,0,00,,,M,,M,,*54
$GPGGA,024722.994,3454.807,N,07902.472,W,0,00,,,M,,M,,*50
$GPGGA,024723.994,3454.807,N,07902.470,W,0,00,,,M,,M,,*53
$GPGGA,024724.994,3454.807,N,07902.468,W,0,00,,,M,,M,,*5D
$GPGGA,024725.994,3454.807,N,07902.467,W,0,00,,,M,,M,,*53
$GPGGA,024726.994,3454.808,N,07902.465,W,0,00,,,M,,M,,*5D
$GPGGA,024727.994,3454.808,N,07902.463,W,0,00,,,M,,M,,*5A
$GPGGA,024728.994,3454.808,N,07902.461,W,0,00,,,M,,M,,*57
$GPGGA,024729.994,3454.809,N,07902.460,W,0,00,,,M,,M,,*56
$GPGGA,024730.994,3454.809,N,07902.458,W,0,00,,,M,,M,,*55
$GPGGA,024731.994,3454.810,N,07902.456,W,0,00,,,M,,M,,*52
$GPGGA,024732.994,3454.810,N,07902.454,W,0,00,,,M,,M,,*53
$GPGGA,024733.994,3454.810,N,07902.453,W,0,00,,,M,,M,,*55
$GPGGA,024734.994,3454.810,N,07902.451,W,0,00,,,M,,M,,*50
$GPGGA,024735.994,3454.810,N,07902.449,W,0,00,,,M,,M,,*58
$GPGGA,024736.994,3454.810,N,07902.447,W,0,00,,,M,,M,,*55
$GPGGA,024737.994,3454.810,N,07902.445,W,0,00,,,M,,M,,*56
$GPGGA,024738.994,3454.810,N,07902.444,W,0,00,,,M,,M,,*58
$GPGGA,024739.994,3454.810,N,07902.442,W,0,00,,,M,,M,,*5F
$GPGGA,024740.994,3454.811,N,07902.440,W,0,00,,,M,,M,,*52
$GPGGA,024741.994,3454.811,N,07902.438,W,0,00,,,M,,M,,*5C
